1;supply_node;3384.00;14.40;250.00;2.66;0
1;supply_node;2178.00;11.35;393.00;4.14;0
1;supply_node;280.00;12.45;1394.00;4.83;0
1;supply_node;1528.00;10.18;1670.00;2.20;0
1;supply_node;312.00;11.90;1914.00;6.25;0
1;supply_node;911.00;12.30;232.00;1.44;0
1;supply_node;758.00;12.43;203.00;4.37;0
1;supply_node;1084.00;10.75;37.00;0.68;0
1;supply_node;1020.00;9.90;1821.00;3.61;0
1;supply_node;2880.00;11.78;1323.00;0.26;0
1;supply_node;2663.00;11.68;667.00;2.85;0
1;supply_node;2736.00;10.30;959.00;0.98;0
1;supply_node;2245.00;10.00;1128.00;5.02;0
1;supply_node;3571.00;11.73;680.00;1.67;0
1;supply_node;2643.00;10.00;1330.00;0.91;0
1;supply_node;2467.00;10.10;1343.00;2.39;0
1;supply_node;3363.00;13.20;285.00;5.32;0
1;supply_node;2988.00;12.30;304.00;1.63;0
1;supply_node;924.00;12.20;391.00;4.56;0
1;supply_node;3490.00;14.00;91.00;1.21;0
1;supply_node;3229.00;12.78;281.00;3.80;0
1;supply_node;393.00;10.82;195.00;0.45;0
1;supply_node;577.00;10.12;638.00;2.63;0
1;supply_node;2017.00;10.40;468.00;1.86;0
1;supply_node;2469.00;10.30;977.00;4.03;0
1;supply_node;3576.00;12.53;512.00;5.51;0
1;supply_node;3616.00;13.48;560.00;2.16;0
1;supply_node;901.00;10.10;1295.00;4.75;0
1;supply_node;1799.00;10.40;846.00;4.34;0
1;supply_node;2800.00;10.10;1700.00;0.63;0
1;supply_node;840.00;13.60;840.00;3.58;0
1;supply_node;2055.00;10.55;1253.00;5.05;0
1;supply_node;2314.00;10.20;1256.00;2.81;0
1;supply_node;432.00;10.65;425.00;5.75;0
1;supply_node;915.00;10.10;1348.00;0.94;0
1;supply_node;1359.00;14.38;427.00;4.98;0
1;supply_node;3648.00;9.90;232.00;0.18;0
1;supply_node;2371.00;15.85;231.00;3.12;0
1;supply_node;2584.00;10.00;1287.00;0.87;0
1;supply_node;2495.00;11.38;430.00;2.35;0
1;supply_node;2889.00;10.70;1208.00;4.52;0
1;supply_node;899.00;10.45;1758.00;3.76;0
1;supply_node;325.00;11.57;488.00;0.41;0
1;supply_node;70.00;11.93;250.00;1.89;0
1;supply_node;2017.00;10.30;1262.00;5.93;0
1;supply_node;1272.00;15.25;404.00;1.13;0
1;supply_node;1574.00;10.00;1534.00;4.07;0
1;supply_node;1010.00;10.88;538.00;3.30;0
1;supply_node;2869.00;14.60;422.00;6.24;0
1;supply_node;575.00;10.35;556.00;1.43;0
1;supply_node;2258.00;10.60;783.00;5.47;0
1;supply_node;297.00;10.30;997.00;2.12;0
1;supply_node;357.00;11.00;153.00;3.61;0
1;supply_node;3022.00;13.18;217.00;1.36;0
1;supply_node;2829.00;12.65;1510.00;5.77;0
1;supply_node;2326.00;11.38;402.00;5.01;0
1;supply_node;2480.00;10.10;1083.00;1.67;0
1;supply_node;2842.00;10.10;1688.00;3.84;0
1;supply_node;722.00;11.03;352.00;0.14;0
1;supply_node;121.00;12.00;446.00;3.08;0
1;supply_node;2862.00;13.60;466.00;2.31;0
1;supply_node;75.00;11.30;800.00;5.25;0
1;supply_node;3057.00;10.98;1486.00;0.45;0
1;supply_node;2984.00;9.93;1752.00;5.96;0
1;supply_node;997.00;12.95;821.00;2.61;0
1;supply_node;1873.00;10.45;354.00;5.20;0
1;supply_node;53.00;11.70;82.00;4.79;0
1;supply_node;3431.00;12.50;543.00;1.09;0
1;supply_node;687.00;14.45;455.00;4.03;0
1;supply_node;2829.00;13.28;554.00;5.50;0
1;supply_node;2285.00;10.43;766.00;3.26;0
1;supply_node;329.00;10.80;247.00;6.20;0
1;supply_node;1353.00;14.07;177.00;1.39;0
1;supply_node;3541.00;13.90;335.00;5.43;0
1;supply_node;2615.00;13.73;649.00;0.63;0
1;supply_node;425.00;10.45;538.00;1.33;0
1;supply_node;508.00;10.40;751.00;2.80;0
1;supply_node;2360.00;10.20;739.00;2.04;0
1;supply_node;307.00;10.88;1335.00;1.63;0
1;supply_node;3564.00;11.90;574.00;4.21;0
1;supply_node;1733.00;10.40;1598.00;0.87;0
1;supply_node;1452.00;10.60;1349.00;2.34;0
1;supply_node;2270.00;10.32;1258.00;0.10;0
1;supply_node;240.00;10.70;934.00;4.52;0
1;supply_node;2234.00;18.95;265.00;2.27;0
1;supply_node;3561.00;11.70;612.00;3.75;0
1;supply_node;974.00;12.68;724.00;0.41;0
1;supply_node;3190.00;13.88;417.00;4.45;0
1;supply_node;1823.00;10.35;391.00;5.93;0
1;supply_node;771.00;13.30;82.00;2.58;0
1;supply_node;854.00;11.07;1700.00;5.16;0
1;supply_node;1246.00;10.12;1552.00;1.82;0
1;supply_node;2866.00;13.40;365.00;1.05;0
1;supply_node;331.00;11.18;598.00;2.12;0
1;supply_node;3591.00;11.90;619.00;4.71;0
1;supply_node;3065.00;13.80;333.00;1.36;0
1;supply_node;1253.00;15.12;675.00;0.59;0
1;supply_node;906.00;10.10;1334.00;3.53;0
1;supply_node;3475.00;14.05;234.00;5.01;0
1;supply_node;2479.00;10.10;1300.00;2.76;0
1;supply_node;451.00;10.62;287.00;5.70;0
1;supply_node;953.00;11.90;246.00;0.13;0
1;supply_node;2159.00;19.35;218.00;3.07;0
1;supply_node;734.00;12.68;1671.00;2.31;0
1;supply_node;1099.00;14.55;770.00;5.24;0
1;supply_node;919.00;12.18;911.00;1.55;0
1;supply_node;2737.00;10.10;1487.00;4.48;0
1;supply_node;2685.00;10.20;974.00;1.13;0
1;supply_node;1091.00;10.10;368.00;3.71;0
1;supply_node;778.00;11.48;1327.00;0.37;0
1;supply_node;2708.00;10.10;1462.00;1.85;0
1;supply_node;2467.00;12.85;147.00;2.54;0
1;supply_node;1517.00;9.90;340.00;1.78;0
1;supply_node;1738.00;9.95;664.00;3.25;0
1;supply_node;576.00;11.43;1795.00;6.19;0
1;supply_node;1690.00;10.30;608.00;2.49;0
1;supply_node;2204.00;10.28;896.00;5.43;0
1;supply_node;2731.00;12.62;412.00;2.08;0
1;supply_node;152.00;12.05;1813.00;4.67;0
1;supply_node;2630.00;12.78;473.00;1.32;0
1;supply_node;2777.00;15.90;117.00;2.80;0
1;supply_node;1573.00;13.45;235.00;0.55;0
1;supply_node;2939.00;12.65;307.00;3.49;0
1;supply_node;4002.00;10.95;694.00;2.73;0
1;supply_node;1774.00;10.30;398.00;4.20;0
1;supply_node;220.00;10.80;260.00;0.86;0
1;supply_node;269.00;10.80;288.00;0.09;0
1;supply_node;604.00;10.03;1876.00;3.03;0
1;supply_node;3871.00;10.75;583.00;5.62;0
1;supply_node;1477.00;10.10;1546.00;2.27;0
1;supply_node;3937.00;13.80;431.00;5.20;0
1;supply_node;3580.00;9.90;169.00;1.50;0
1;supply_node;3604.00;12.45;684.00;5.92;0
1;supply_node;1040.00;11.00;257.00;3.68;0
1;supply_node;1620.00;10.43;1731.00;0.33;0
1;supply_node;2242.00;13.55;194.00;1.81;0
1;supply_node;1120.00;10.00;374.00;5.85;0
1;supply_node;220.00;10.68;1575.00;3.98;0
1;supply_node;26.00;11.23;1124.00;3.22;0
1;supply_node;302.00;10.35;1310.00;6.15;0
1;supply_node;1801.00;10.32;1376.00;2.46;0
1;supply_node;3003.00;14.80;654.00;5.39;0
1;supply_node;3099.00;11.45;1214.00;1.28;0
1;supply_node;2360.00;13.35;103.00;5.69;0
1;supply_node;1582.00;10.20;1666.00;2.00;0
1;supply_node;3717.00;10.30;529.00;4.93;0
1;supply_node;2142.00;21.60;20.00;1.58;0
1;supply_node;1835.00;10.45;1754.00;4.17;0
1;supply_node;618.00;11.15;1722.00;2.30;0
1;supply_node;3260.00;16.38;548.00;0.06;0
1;supply_node;2377.00;10.10;1172.00;4.47;0
1;supply_node;382.00;10.78;318.00;2.23;0
1;supply_node;3127.00;10.75;1238.00;3.71;0
1;supply_node;843.00;14.25;1100.00;0.36;0
1;supply_node;876.00;11.00;1645.00;5.88;0
1;supply_node;1118.00;10.20;1508.00;2.53;0
1;supply_node;1697.00;9.90;794.00;5.12;0
1;supply_node;1852.00;10.10;1543.00;1.77;0
1;supply_node;1740.00;10.48;1358.00;1.01;0
1;supply_node;2969.00;16.20;382.00;3.95;0
1;supply_node;278.00;11.85;1748.00;5.42;0
1;supply_node;3294.00;13.10;133.00;6.11;0
1;supply_node;1102.00;10.20;1540.00;5.35;0
1;supply_node;3815.00;10.40;550.00;0.55;0
1;supply_node;3043.00;10.78;1585.00;3.48;0
1;supply_node;2796.00;10.30;1739.00;6.07;0
1;supply_node;4323.00;10.07;541.00;2.72;0
1;supply_node;2558.00;10.20;907.00;0.09;0
1;supply_node;1759.00;10.50;270.00;0.79;0
1;supply_node;3121.00;10.60;1618.00;2.26;0
1;supply_node;224.00;10.88;1737.00;1.50;0
1;supply_node;1144.00;10.25;1557.00;4.44;0
1;supply_node;808.00;11.62;1250.00;2.19;0
1;supply_node;2942.00;10.28;1775.00;3.67;0
1;supply_node;863.00;11.68;945.00;0.32;0
1;supply_node;2846.00;11.03;1350.00;2.91;0
1;supply_node;2183.00;10.30;943.00;5.84;0
1;supply_node;2400.00;10.20;796.00;5.08;0
1;supply_node;287.00;11.73;2001.00;1.73;0
1;supply_node;2865.00;11.25;1102.00;3.21;0
1;supply_node;250.00;12.20;1381.00;4.62;0
1;supply_node;385.00;10.90;1824.00;1.28;0
1;supply_node;2181.00;10.35;1249.00;3.86;0
1;supply_node;2785.00;16.60;475.00;3.44;0
1;supply_node;300.00;11.68;1377.00;2.68;0
1;supply_node;2462.00;11.40;1919.00;1.92;0
1;supply_node;1790.00;10.50;751.00;4.86;0
1;supply_node;273.00;11.20;43.00;2.98;0
1;supply_node;3611.00;9.90;155.00;5.57;0
1;supply_node;42.00;11.50;862.00;2.22;0
1;supply_node;254.00;10.90;1122.00;5.87;0
1;supply_node;214.00;10.60;802.00;3.63;0
1;supply_node;2515.00;23.33;13.00;0.28;0
1;supply_node;2858.00;18.43;87.00;1.77;0
1;supply_node;4004.00;11.55;255.00;5.81;0
1;supply_node;2357.00;10.15;1446.00;3.93;0
1;supply_node;1144.00;10.10;423.00;1.70;0
1;supply_node;208.00;11.45;642.00;3.17;0
1;supply_node;26.00;11.70;357.00;6.11;0
1;supply_node;22.00;11.30;908.00;2.41;0
1;supply_node;1556.00;11.12;1937.00;5.35;0
1;supply_node;2075.00;10.93;670.00;4.58;0
1;supply_node;2535.00;10.10;1071.00;1.24;0
1;supply_node;1174.00;9.90;230.00;0.47;0
1;supply_node;2537.00;9.95;1642.00;4.89;0
1;supply_node;1349.00;15.93;104.00;2.65;0
1;supply_node;1079.00;10.10;1564.00;4.12;0
1;supply_node;1071.00;9.95;1856.00;0.77;0
1;supply_node;2022.00;10.43;1467.00;2.95;0
1;supply_node;560.00;12.48;1756.00;2.19;0
1;supply_node;2442.00;13.48;84.00;3.66;0
1;supply_node;612.00;10.00;559.00;5.84;0
1;supply_node;3063.00;12.80;207.00;3.59;0
1;supply_node;2797.00;10.90;1528.00;5.07;0
1;supply_node;2953.00;10.00;1635.00;1.73;0
1;supply_node;1486.00;11.12;1902.00;5.77;0
1;supply_node;967.00;10.05;1700.00;0.96;0
1;supply_node;497.00;10.00;1850.00;3.90;0
1;supply_node;257.00;12.65;1747.00;0.20;0
1;supply_node;1559.00;10.07;687.00;0.50;0
1;supply_node;2988.00;10.82;1183.00;1.20;0
1;supply_node;191.00;11.57;1174.00;2.68;0
1;supply_node;1916.00;9.93;1600.00;0.43;0
1;supply_node;4285.00;10.28;639.00;4.85;0
1;supply_node;1019.00;11.80;689.00;1.15;0
1;supply_node;228.00;11.50;1159.00;0.74;0
1;supply_node;1380.00;10.40;1241.00;3.32;0
1;supply_node;2272.00;16.35;309.00;1.45;0
1;supply_node;3670.00;10.82;454.00;4.39;0
1;supply_node;2963.00;9.93;1847.00;3.63;0
1;supply_node;2787.00;10.90;1239.00;0.28;0
1;supply_node;2352.00;12.45;616.00;2.87;0
1;supply_node;2221.00;10.60;1438.00;5.80;0
1;supply_node;1948.00;10.60;367.00;2.45;0
1;supply_node;3008.00;10.10;1797.00;5.03;0
1;supply_node;2300.00;10.43;1509.00;1.69;0
1;supply_node;2436.00;10.07;1117.00;3.17;0
1;supply_node;662.00;10.65;81.00;0.92;0
1;supply_node;1743.00;10.45;254.00;3.86;0
1;supply_node;2414.00;10.28;706.00;5.34;0
1;supply_node;2721.00;21.43;24.00;3.10;0
1;supply_node;211.00;9.90;1424.00;4.57;0
1;supply_node;625.00;10.28;1891.00;5.27;0
1;supply_node;370.00;10.65;623.00;3.40;0
1;supply_node;580.00;12.75;1736.00;5.57;0
1;supply_node;3091.00;11.25;1332.00;1.87;0
1;supply_node;1907.00;10.70;771.00;4.81;0
1;supply_node;1593.00;13.28;273.00;4.05;0
1;supply_node;161.00;11.40;576.00;6.22;0
1;supply_node;1145.00;9.90;34.00;1.41;0
1;supply_node;803.00;11.30;1785.00;0.65;0
1;supply_node;687.00;10.10;1828.00;3.59;0
1;supply_node;1077.00;10.80;565.00;2.82;0
1;supply_node;342.00;10.80;199.00;0.96;0
1;supply_node;984.00;13.57;843.00;5.00;0
1;supply_node;2420.00;11.30;458.00;1.65;0
1;supply_node;1520.00;11.90;208.00;3.13;0
1;supply_node;3007.00;15.45;423.00;0.89;0
1;supply_node;2286.00;10.95;1837.00;2.36;0
1;supply_node;874.00;12.43;68.00;4.54;0
1;supply_node;1751.00;10.10;1192.00;1.19;0
1;supply_node;2578.00;10.70;394.00;3.78;0
1;supply_node;1475.00;10.68;2009.00;0.43;0
1;supply_node;1650.00;10.53;1664.00;5.94;0
1;supply_node;135.00;11.10;1634.00;2.60;0
1;supply_node;67.00;11.70;654.00;4.78;0
1;supply_node;1070.00;11.88;670.00;6.25;0
1;supply_node;149.00;11.30;646.00;2.14;0
